Expr1,month,year,RB5 ChlA,RB5 Cond,RB5 DO,RB5 NH4,RB5 NO2,RB5 NO3,RB5 pH,RB5 PP,RB5 PSiO2,RB5 SD,RB5 SRP,RB5 SRSi,RB5 SURP,RB5 Temp,RB5 TON,RB5 TP,RB5 TSi,RB5 TSP,Sl8 ChlA,Sl8 Cond,Sl8 DO,Sl8 NH4,Sl8 NO2,Sl8 NO3,Sl8 pH,Sl8 PP,Sl8 PSiO2,Sl8 SD,Sl8 SRP,Sl8 SRSi,Sl8 SURP,Sl8 Temp,Sl8 TON,Sl8 TP,Sl8 TSi,Sl8 TSP,Sl8 TSSiO2,Uns ChlA,Uns NO3,Uns SRP,Uns SRSi,Uns TP
19/7/1994,,,175.2,253,112,0.02,,0.1,8.8,165.3,3.05,0.65,11,2.06,19.7,19,,196,5.11,30.7,115.8,260,115,0.21,,0.1,8.3,130.1,1.74,,64.1,3.52,18.2,19.6,,212.4,5.26,82.3,,175.2,0.05,11,2.06,196
26/7/1994,,,170.3,259,101,0.02,,0.1,8.3,136.2,4.23,0.72,3.1,0.38,18.9,18.3,,158.2,4.61,22,164.4,262,106,0.02,,0.1,8.65,116.2,4.02,0.74,12.9,1.2,18.6,18.5,,147.7,5.22,31.5,,170.3,0.05,3.1,0.38,158.2
2/8/1994,,,100.9,268,85,0.02,,0.1,7.85,130.7,4.45,0.7,15.8,0.35,21.7,18.5,,168.2,4.8,37.5,96.7,264,118,0.02,,0.1,8.42,121.9,4.86,,14.6,0.32,20.6,19.5,,157.1,5.18,35.2,,100.9,0.05,15.8,0.35,168.2
9/8/1994,,,125,268,93,0.02,,0.1,7.72,90,,0.78,24.5,,34,17.5,,148.5,,58.5,113.5,270,87.5,0.06,,0.1,7.27,78.5,,0.88,45,,38.5,17.7,,162,,83.5,,125,0.05,24.5,,148.5
16/8/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,0.05,32.5,,137
23/8/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,0.05,9,2.98,136.5
30/8/1994,,,91.4,261,88,0.02,,0.1,8.5,80,1.86,0.94,15,3.86,65,14.5,,112,5.72,32,75.1,259,88,0.02,,0.1,8.55,62.5,1.42,0.84,10,3.66,16,14.25,,88.5,5.08,26,,91.4,0.05,15,3.86,112
6/9/1994,,,72.7,264,87,0.02,,0.1,7.24,,0.62,1.05,11.5,4.88,,14.3,,108.5,5.5,,68.5,264,92,0.02,,0.1,8.32,64,1.04,,11,4.94,15,14.5,,90,5.98,26,,72.7,0.05,11.5,4.88,108.5
13/9/1994,,,67.1,235,83.5,0.02,,0.1,8.15,,2.28,1,14.5,5.85,,13,,83.5,8.13,,57.6,232.5,79,0.02,,0.1,8.3,,1.74,,11,5.24,,13,,86.5,6.98,,,67.1,0.05,14.5,5.85,83.5
20/9/1994,,,55.1,240,87,0.04,,0.1,7.95,,1.28,1.1,23,6.5,,,,46.5,7.78,,44.2,225,89,0.03,,0.1,7.9,,1.09,,17,6.36,,,,40,7.45,,,55.1,0.05,23,6.5,46.5
27/9/1994,,,40.8,222.5,85,0.08,,0.1,8,70,2.03,1.8,5,6.94,10,11.5,,85,8.97,15,38.3,227.5,107,0.02,,0.19,8.55,64.5,0.96,,9,5.7,4,14.1,,77.5,6.66,13,,40.8,0.05,5,6.94,85
4/10/1994,,,18.5,225,88,0.09,,0.1,7.9,28.5,,2.1,12.5,7.87,25.5,8.5,,66.5,,38,14.5,230,92,0.04,,0.12,8,44.5,,,5,7.93,14,8.5,,63.5,,19,,18.5,0.1,12.5,7.87,66.5
11/10/1994,,,8.6,240.5,86.5,0.12,,0.14,7.9,,,2.3,17.5,8.27,,9.75,,,,,5,228,85,0.11,,0.12,7.9,,,,20,8.03,,10,,,,,,8.6,0.14,17.5,8.27,56
18/10/1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,,16,,51.2
25/10/1994,,,13.3,237.5,78,0.12,,0.22,7.95,23,,,25,8.78,12,8.75,,60,,37,10.4,235,85,0.11,,0.26,8,18.5,,,23.5,8.77,10.5,8.5,,52.5,,34,,13.3,0.22,25,8.78,60
8/11/1994,,,15,220,82,0.07,,0.49,7.9,37,,3.7,20,9.5,11,8,,68,,31,15.8,220,84,0.11,,0.35,7.9,21.5,1.45,,20.5,9.6,14.5,8,,56.5,11.05,35,,15,0.49,20,9.5,68
22/11/1994,,,13.4,212.5,85,0.09,,0.99,7.9,7,,2.5,26,9.07,26.5,8,,59.5,,52.5,9.1,215,89,0.08,,1.1,8,12,,,20.5,8.83,32,8.25,,64.5,,52.5,,13.4,0.98,26,9.07,59.5
6/12/1994,,,13.8,215,82,0.09,,1,8,38.5,1,2.6,29,9.5,8,5.5,,75.5,10.5,37,6.9,212.5,87,0.09,,1.07,8,28,0.13,,22.5,9.56,11,5.5,,61.5,9.69,33.5,,13.8,1,29,9.5,75.5
20/12/1994,,,8.8,197.5,95.6,0.13,,1.53,7.9,,,2.2,37,9.02,,4,,40.5,,,8,200,87.9,0.12,,1.54,7.95,,,,32.5,9.2,,3.5,,44,,,,8.8,1.53,37,9.02,40.5
10/1/1995,,,6.85,200,102,0.07,,1.89,7.93,,,2.36,,,,2.7,,,,,5.99,200,100,0.06,,2.29,7.89,,,,,,,2.7,,,,,,6.9,1.89,32.5,,56
24/1/1995,,,13.5,195,104,0.04,,2.15,7.99,,,1.75,,,,2.1,,,,,9.95,203,102,0.03,,2.75,7.92,,,,,,,2.1,,,,,,13.5,2.15,28.5,,56.5
26/1/1995,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,,,,,21.9,8.38,,1.5,,43.8,,33,,,,,8.38,
3/2/1995,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,,,,,19.5,7.88,,3.5,,61.5,,31.1,,,,,7.88,
7/2/1995,,,26.9,213,,0.02,,2.29,8,,,1.53,,,,,,,,,22.7,210,,0.02,,2.44,8,,,,,,,,,,,,,26.9,2.29,13.5,,59.5
11/2/1995,,,,,,,,,,,,,,,,,,,,,22.5,,,,,,,,,,14.9,7.56,,3,,44.8,,24.4,,,,,7.56,
19/2/1995,,,,,,,,,,,,,,,,,,,,,27.5,,,,,,,,,,9,6.96,,3.3,,47.4,8.68,18.8,,,,,6.96,
21/2/1995,,,,240,,,,,7.6,,,,,,,,,,,,42.6,205,,0.02,,2.47,8,,,,,,,6,,,,,,25.2,2.73,5,,54
27/2/1995,,,,,,,,,,,,,,,,,,,,,22.2,,,,,,,,,,3.1,6.25,,3.3,,38.4,7.6,14.6,,,,,6.25,
7/3/1995,,,28.7,210,97,0.02,,2.5,7.9,,,,,,,5,,,,,25.25,210,,0.02,,2.5,8,,,,3.6,4.76,,3.8,,41.2,7.01,14,,28.7,2.5,3,4.76,39.5
15/3/1995,,,,,,,,,,,,,,,,,,,,,36.7,,,,,,,,,,3.2,3.23,,3.1,,34.5,6.76,13.3,,,2.35,,3.23,
21/3/1995,,,70.4,245,114,0.02,,2.35,8.1,,,1.05,,,,4,,,,,54.6,225,106,0.03,,2.69,8.2,,,,,,,4.5,,,,,,70.4,2.42,4.5,,66
23/3/1995,,,,,,,,,,,,,,,,,,,,,57.9,,,,,,,,,,4.3,0.7,,4.7,,37.7,6.78,12.4,,,,,0.7,
28/3/1995,,,70.7,208,101,0.02,,2.42,8.1,,,1.1,,,,4.6,,,,,61.7,213,96,0.04,,2.39,8.2,,,,,,,4.5,,,,,,70.7,2.27,4,,38
31/3/1995,,,,,,,,,,,,,,,,,,,,,51.3,,,,,,,,,,2.7,0.7,,6.4,,34,,12.7,,,,,0.7,
4/4/1995,,,45,220,95,0.03,,2.27,8.3,,,1.6,,,,7.2,,,,,39.2,220,94,0.02,,2.3,8.2,,,,,,,8,,,,,,45,2.31,7.5,,31.5
8/4/1995,,,,,,,,,,,,,,,,,,,,,26.4,,,,,,,,,,2.1,0.25,,7.7,,26.5,,10.9,,,,,0.25,
11/4/1995,,,24.9,210,110,0.02,,2.31,8.2,,,1.4,,,,8,,,,,22.9,212,112,0.02,,2.23,8.2,,,,,,,9,,,,,,24.9,,1.5,,34
16/4/1995,,,,,,,,,,,,,,,,,,,,,15.8,,,,,,,,,,2.6,0.83,,8.4,,26.9,,11.5,,,,,0.83,
18/4/1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,2.21,0.5,,26
24/4/1995,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,2.2,0.39,,8.3,,31.3,,9.9,,,,,0.39,
25/4/1995,,,17,215,101,0.02,,1.89,7.91,,,1.8,,,,8.5,,,,,14,216,106,0.02,,1.87,7.99,,,,,,,8.3,,,,,,17,1.89,2.5,,55.5
2/5/1995,,,15.6,218,106,0.02,,1.7,8.08,,,2.2,,,,10.5,,,,,14.2,218,109,0.02,,1.7,8.3,,,,2.2,0.25,,10.18,,20.7,,9.7,,15.6,1.7,3.5,0.25,22.5
9/5/1995,,,17.4,228,,0.02,,1.52,8,,,2.6,,,,12.4,,,,,15.8,224,,0.02,,1.47,8.2,,,,,,,,,,,,,17.4,1.52,2.5,,45
10/5/1995,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,3.1,0.2,,11.7,,14.5,,7.7,,,,,0.2,
16/5/1995,,,10.7,231,,0.02,,1.34,8,,,2.9,,,,11.5,,,,,11.2,228,,0.02,,1.3,8.12,,,,,,,11.2,,,,,,10.7,1.34,5.5,,24
18/5/1995,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,2.8,0.18,,10.6,,20.8,,10.4,,,,,0.18,
23/5/1995,,,11.9,225,98,0.02,,1.28,8,,,2.3,,,,11.8,,,,,13.3,206,102,0.02,,1.21,8,,,,,,,12.7,,,,,,11.9,1.28,2.5,,26
26/5/1995,,,,,,,,,,,,,,,,,,,,,8.1,,,,,,,,,,3.5,0.16,,12.8,,31.1,,11.1,,,,,0.16,
30/5/1995,,,13,226,98,0.02,,1.06,7.97,,,2.18,,,,14.5,,,,,14.1,220,102,0.02,,1.08,8.22,,,,,,,13.5,,,,,,13,1.06,2.5,,25
3/6/1995,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,3.5,0.27,,14.4,,23.6,,12,,,,,0.27,
6/6/1995,,,18.6,236,85.5,0.02,,1.05,8.24,,,2.5,,,,14.5,,,,,14.7,224,84,0.02,,1.06,8.17,,,,,,,14,,,,,,18.6,1.05,1.5,,32
11/6/1995,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,3.7,0.42,,14.1,,30.9,,14.7,,,,,0.42,
13/6/1995,,,14.7,217,89,0.02,,0.93,8.32,,,2.5,,,,15,,,,,14.7,222,86,0.02,,0.81,8.39,,,,,,,14,,,,,,14.7,0.93,1.5,,24
19/6/1995,,,,,,,,,,,,,,,,,,,,,17.5,,,,,,,,,,1.9,0.62,,15.4,,27.7,,13.4,,,,,0.62,
20/6/1995,,,23,222,101,0.02,,0.74,8.3,,,2,,,,15.1,,,,,23.8,219,105,0.02,,0.69,8.46,,,,,,,15.6,,,,,,23,0.74,2,,39.5
27/6/1995,,,43.1,226,101,0.02,,0.43,9.04,,,1.87,,,,20.8,,,,,31.75,228,110,0.02,,0.36,8.92,,,,3.1,0.75,,19.85,,29.9,,11.4,,43.1,0.43,1.5,0.75,41
4/7/1995,,,31,234,84.5,0.03,,0.23,8.77,,,1.7,,,,17.5,,,,,33.3,229,94.5,0.02,,0.23,8.94,,,,,,,17.5,,,,,,31,0.23,1.5,,49
5/7/1995,,,,,,,,,,,,,,,,,,,,,33.9,,,,,,,,,,4.7,1.79,,16,,46.8,,13.2,,,,,1.79,
11/7/1995,,,70.4,220,86,0.02,,0.01,9.06,,,1.4,,,,17,,,,,75.9,222,86.5,0.02,,0.01,9.06,,,,,,,17,,,,,,70.4,0.01,3.5,,72.5
13/7/1995,,,,,,,,,,,,,,,,,,,,,35.9,,,,,,,,,,3,2.24,,17.9,,55.8,,11.7,,,,,2.24,
18/7/1995,,,63.9,230,97,0.04,,0.01,8.78,,,1.3,,,,17,,,,,49.1,228,99,0.02,,0.01,8.92,,,,,,,17.3,,,,,,63.9,0.01,3.5,,78.5
21/7/1995,,,,,,,,,,,,,,,,,,,,,50.9,,,,,,,,,,6.6,2.53,,17,,96.8,,19.1,,,,,2.53,
25/7/1995,,,32.5,224,78,0.02,,0.01,8.82,,,1.1,,,,17.2,,,,,35.5,227,84,0.02,,0.01,8.68,,,,,,,18.5,,,,,,32.5,0.01,13.5,,87
29/7/1995,,,,,,,,,,,,,,,,,,,,,26.5,,,,,,,,,,10.4,0.44,,19.7,,76.8,,27.7,,,,,0.44,
1/8/1995,,,32.8,220,94,0.02,,0.01,9.17,,,1.3,,,,21,,,,,31.6,220,91,0.02,,0.01,8.86,,,,,,,20.1,,,,,,32.8,0.01,30,,110
6/8/1995,,,,,,,,,,,,,,,,,,,,,34.8,,,,,,,,,,51.9,0.37,,18.8,,120.5,,64.5,,,,,0.37,
8/8/1995,,,97,255,99,0.01,,0.01,9.13,,,0.72,,,,20.5,,,,,53.4,219,,0.01,,0.01,9,,,,,,,,,,,,,97,0.01,43,,146
14/8/1995,,,,,,,,,,,,,,,,,,,,,171.5,,,,,,,,,,35.7,1.4,,18.05,,176.2,,48.9,,,,,1.4,
15/8/1995,,,150.5,228,87,0.02,,0.01,9.37,,,0.75,,,,18.5,,,,,153,228,92,0.02,,0.1,9.38,,,,,,,18,,,,,,150.5,0.01,51.5,,178
22/8/1995,,,153,228,83,0.18,,0.1,9.59,,,0.8,,,,20.5,,,,,364.35,230,85,0.02,,0.1,9.68,,,,34.6,3.24,,20.8,,251.3,,57.5,,153,0.1,64,3.24,203
29/8/1995,,,95.6,231,93,0.25,,0.01,8.92,,,1,,,,15,,,,,101,229,93,0.29,,0.01,8.97,,,,,,,16,,,,,,95.6,0.01,113,,185.5
30/8/1995,,,,,,,,,,,,,,,,,,,,,105.5,,,,,,,,,,93.6,4.67,,16.1,,187.3,,118,,,,,4.67,
5/9/1995,,,17.8,238,64,0.44,,0.11,7.88,,,1.7,,,,15,,,,,20.6,236,63,0.41,,0.12,7.97,,,,,,,15,,,,,,17.8,0.11,139.5,,206
7/9/1995,,,,,,,,,,,,,,,,,,,,,11.9,,,,,,,,,,105.9,6.65,,14.3,,150.2,,124.6,,,,,6.65,
12/9/1995,,,9.5,247,64,0.46,,0.18,7.83,,,2.4,,,,15,,,,,19.5,246,86,0.31,,0.27,7.8,,,,,,,15,,,,,,9.5,0.18,94.5,,148
15/9/1995,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,72.3,7.97,,14.7,,110.3,,89.8,,,,,7.97,
19/9/1995,,,,,,,,,,,,,,,,,,,,,29.8,242,66,0.17,,0.2,7.7,,,,,,,14.5,,,,,,29.8,0.14,49.5,,102.5
23/9/1995,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,38.8,8.1,,13.3,,60.7,,56.4,,,,,8.1,
26/9/1995,,,10.3,245,87,0.12,,0.26,7.85,,,2.5,,,,13,,,,,10,241,85,0.13,,0.26,7.93,,,,,,,13.5,,,,,,10.3,0.26,42,,68.5
1/10/1995,,,,,,,,,,,,,,,,,,,,,20.1,,,,,,,,,,26.8,8.07,,10.1,,82.5,,46.6,,,,,8.07,
3/10/1995,,,9.8,201,75,0.1,,0.29,7.9,,,2.8,,,,11.2,,,,,8.9,,78,0.09,,0.29,7.98,,,,,,,11.2,,,,,,9.8,0.29,37,,66
9/10/1995,,,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,36.8,9.01,,13.3,,53.7,,46,,,,,9.01,
10/10/1995,,,,,,,,,,,,,,,,,,,,,19.1,242,92.8,0.05,,0.26,7.87,,,,,,,12,,,,,,16.8,0.8,31,,73
17/10/1995,,,20.2,238,88.6,0.06,,0.41,7.83,,,3.4,,,,12.8,,,,,11.8,237,87.6,0.05,,0.36,7.87,,,,26.7,8.85,,12.8,,53.9,,38,,20.2,0.41,23.5,8.85,73
24/10/1995,,,,,,,,,,,,,,,,,,,,,9.8,230,,0.03,,0.41,7.86,,,,,,,,,,,,,38.6,1.49,24,,46.5
25/10/1995,,,,,,,,,,,,,,,,,,,,,15.6,,,,,,,,,,21.5,8.83,,9.15,,52.5,,32.5,,,,,8.83,
31/10/1995,,,,,,,,2.42,,,,,,,,,,,,,12.6,228,,0.05,,2.16,7.53,,,,,,,10.4,,,,,,12.8,2.42,17.5,,45
2/11/1995,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,18.8,9.51,,9.2,,103.9,,33.7,,,,,9.51,
7/11/1995,,,11.7,261,86,0.03,,1.2,7.92,,,2.4,,,,9,,,,,8,217,92,0.03,,1.22,7.84,,,,,,,9,,,,,,11.7,1.2,20,,46
10/11/1995,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,19.4,8.84,,8,,40.2,,30.3,,,,,8.84,
18/11/1995,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,14.1,9.89,,2.8,,39.3,,23,,,,,9.89,
21/11/1995,,,10.3,241,89,0.02,,1.47,7.7,,,2.5,,,,5,,,,,11.1,244,86,0.03,,1.3,7.7,,,,,,,5,,,,,,10.3,1.47,18.5,,37
26/11/1995,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,20.6,9.55,,6.45,,38,,29.5,,,,,9.55,
4/12/1995,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,19.9,9.31,,6.6,,38.2,,29.2,,,,,9.31,
5/12/1995,,,,,,,,,,,,,,,,,,,,,13.2,223,90,0.04,,1.77,7.76,,,,,,,5.5,,,,,,8.9,1.53,18,,38.5
12/12/1995,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,14.2,8.98,,4.2,,25.5,,19.3,,,,,8.98,
19/12/1995,,,7.3,238,,0.03,,1.68,7.58,,,,,,,4,,,,,7.8,232,,0.03,,1.82,7.69,,,,,,,4,,,,,,7.3,1.68,20.5,,34
20/12/1995,,,,,,,,,,,,,,,,,,,,,32.7,,,,,,,,,,17.5,9.13,,0.5,,69.3,,26.3,,,,,9.13,
5/1/1996,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,17.3,9.31,,1.1,,35.6,,26,,11.8,,17.3,9,35.6
9/1/1996,,,,,,,,2.02,,,,,,,,,,,,,13.9,,,,,1.95,7.7,,,,22,9,,,,41,9.9,29,,,1.95,22,,41
13/1/1996,,,,,,,,,,,,,,,,,,,,,18.1,,,,,,,,,,17.2,8.53,,4.1,,59.5,,25.5,,18.1,,17.2,6.5,59.5
21/1/1996,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,,,16.6,8.76,,3.9,,39.2,,24.6,,13.9,,16.6,5.7,39.2
23/1/1996,,,,,,,,,,,,,,,,,,,,,14,,,,,2.3,7.8,,,,17,,,,,45,,24,,,2.3,17,2,45
29/1/1996,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,14.3,8.49,,1.2,,46.5,,22.4,,16.2,,14.3,0.1,46.5
13/2/1996,,,,,,,,,,,,,,,,,,,,,17,,,,,3.1,7.8,,,,10,6.5,,,,69,8.8,27,,17,3.1,10,0.18,69
20/2/1996,,,,,,,,,,,,,,,,,,,,,30,,,,,2.9,7.9,,,,3,5.7,,,,50,8.6,21.5,,30,2.9,3,,50
5/3/1996,,,69,,,,,2.8,,,,1.6,10,2,,,,38,7.4,11,34,,,,,2.8,8.4,,,1.6,1,2,,,,36,7.8,12,,69,2.8,2,0.7,38
19/3/1996,,,,,,,,,,,,,,,,,,,,,98,,,,,2.8,8.1,,,,2,0.1,,,,55,7.2,9,,98,2.8,2,0.54,55
2/4/1996,,,32,,,,,3,,,,1.65,2,0.18,,,,31,2.1,8,35,,,,,3,8.3,,,1.8,1,0.16,,,,35,2.2,8,,32,3,2,0.54,31
16/4/1996,,,28,,,,,2.88,,,,1.9,5,,,,,26,,5,31,,,,,2.53,7.9,,,,5,,,,,26,,5,,28,2.53,5,0.6,26
23/4/1996,,,24,,,,,2.67,8,,,1.8,2,0.7,,,,47,3,7,,,,,,2.67,,,,,,,,,,,,,,24,2.67,2,0.81,47
30/4/1996,,,18,,,,,2.67,8,,,2.4,2,0.54,,,,33,2.9,7,16,,,,,2.52,8,,,2.2,2,0.65,,,,25,2.6,7,,18,2.52,2,0.99,33
14/5/1996,,,12,,,,,2.27,8,,,2,2,0.54,,,,25,1.27,8,10,,,,,2.17,8.2,,,,2,0.43,,,,28,0.9,12,,12,2.17,2,0.94,25
28/5/1996,,,9.7,,,,,1.93,8.1,,,2.6,3,0.6,,,,31,1.06,7,10.8,,,,,1.83,8.1,,,2.3,2,0.7,,,,29,0.98,9,,9.7,1.83,3,1.79,31
4/6/1996,,,9.15,,,,,1.77,8.1,,,2.15,4.65,0.75,,,,45.45,1.61,8.75,8.4,,,,,1.75,8.1,,,2.6,4.75,0.62,,,,48.8,1.4,7.6,,9.9,1.75,6.3,2.83,29.9
11/6/1996,,,7.5,,,,,1.57,8.04,,,3.1,3.75,0.99,,,,25.85,1.54,14.3,7.95,,,,,1.53,8.2,,,2.9,6.4,0.92,,,,24.5,1.28,14.75,,7.2,1.53,6.8,2.97,26.7
18/6/1996,,,16.4,,,,,1.36,8.6,,,2.1,12,0.94,,,,51,1.6,12,13.9,,,,,1.23,9.2,,,,10,0.47,,,,50,1.06,16,,16.4,1.23,10,2.43,51
25/6/1996,,,14.35,,,,,1.13,8.6,,,,4.05,1.71,,,,16.3,1.98,12.1,13.1,,,,,1.13,8.5,,,,5.05,1.66,,,,18,1.9,10.3,,14.4,1.13,6.1,1.8,20.6
2/7/1996,,,14.05,,,,,0.86,8.2,,,2.7,6.35,2.83,,16.3,,39.55,3.22,12.45,14.45,,,,,0.81,8.6,,,,6.8,2.36,,,,39.25,2.49,11.65,,14.3,0.81,5.7,3.07,26.1
9/7/1996,,,22.5,,,,,0.56,8.6,,,2.45,3.3,2.97,,16,,25.9,3.43,12.1,20.3,,,,,0.49,8.8,,,,3.8,2.54,,,,19.8,2.83,13.2,,21,0.49,5.6,3.24,30.8
16/7/1996,,,41.8,,,,,0.22,9.1,,,1.5,4.8,2.33,,18,,29.35,3.68,12.75,34.9,,,,,0.21,9.1,,,,2.75,2.38,,,,29.25,3.41,10.55,,40.6,,4.6,1.54,35.7
17/7/1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,
22/7/1996,,,38.5,,,,,0.05,9.2,,,1.46,3.45,1.8,,19,,35.7,2.79,13.05,36.05,,,,,0.05,9.4,,,,6.35,1.43,,,,33.6,2.34,11.5,,38,0.1,4.9,1.12,38.4
30/7/1996,,,35,,,,,0.01,8.8,,,1.5,5,2.98,,17.5,,54.3,3.67,17.3,20.78,,,,,0.01,8.9,,,,7.75,2.73,,,,47.7,3.22,20.4,,32.9,0.01,6,1.78,51.6
6/8/1996,,,31.08,,,,,0.05,8.8,,,1.5,16.35,2.87,,16.5,,74.75,4.19,29.15,28.1,,,,,0.05,8.8,,,,20.5,2.7,,,,72,4.25,31.5,,31.2,0.05,16.2,2.2,69.5
13/8/1996,,,35.5,,97,,,0.01,8.99,,,1.16,12.5,1.38,,18.2,,77.3,3.84,21.5,33.6,,,,,0.01,8.6,,,,28.55,2.32,,,,82.05,3.6,43,,35.3,0.01,12,1.85,76.1
20/8/1996,,,42.95,266,92,,,0.01,9.04,,,1.21,17,0.96,,18.7,,74.7,2.54,26.15,52.65,,,,,0.01,8.9,,,,25.85,0.96,,,,83.4,2.2,35.4,,39.8,0.01,20,,74.9
27/8/1996,,,60.35,266,86,,,0.01,8.96,,,1.06,45.3,1.59,,17.2,,105.15,3.1,58.35,49.4,,,,,0.01,8.8,,,,53.2,1.48,,,,104,2.67,60.2,,58.7,0.01,43.6,0.1,115.3
3/9/1996,,,35.2,266,82,,,0.02,8.68,,,1.58,57,2,,16.2,,108.15,2.61,75.3,34.75,,,,,0.03,8.6,,,,59.05,1.9,,,,104.75,2.42,73.15,,33.4,0.02,54,,103.3
10/9/1996,,,23.1,,,,,0.08,8.2,,,1.9,87.6,1.85,,,,134.8,,108.85,31,,,,,0.03,8.4,,,,72,1.3,,,,122,,80,,22.2,0.03,72.2,0.57,132.6
17/9/1996,,,47,,,,,0.03,8.8,,,1.65,66,,,,,133,,88,26,,,,,0.05,8.4,,,,88,,,,,138,,104,,47,0.04,66,1.82,133
24/9/1996,,,55,,,,,0.04,8.6,,,2.1,54,0.1,,,,152,,70,55,,,,,0.04,8.5,,,,63,0.1,,,,125,,81,,55,0.04,54,3.49,152
1/10/1996,,,41,,,,,0.04,8.3,,,2.45,52,,,,,127,,75,36,,,,,0.04,8.2,,,,54,,,,,101,,70,,41,0.04,52,4.25,127
8/10/1996,,,19,,87,,,0.05,7.52,,,2.34,39.45,0.5,,10.8,,104.5,1.64,71.15,24.6,,,,,0.05,8,,,,44.05,0.5,,,,95.35,1.06,69.9,,19,0.01,20.9,4.18,99
22/10/1996,,,21.6,,,,,0.28,7.9,,,2.38,32.75,1.55,,9.7,,90.35,1.84,61.1,23.95,,,,,0.24,8,,,,43.35,1.5,,,,85.8,1.88,62.7,,21.2,0.24,16.5,4.01,80.7
5/11/1996,,,24.05,,,,,0.94,7.9,,,2,22.5,3.25,,9,,80.65,4.2,46.4,29,,,,,1.04,8,,,,22.45,3.31,,,,77.5,4.01,44.2,,22.1,1.04,7,3.03,86.3
19/11/1996,,,22.3,,,,,,,,,2.41,22.7,4.25,,5,,63.9,5.13,34.6,25,,,,,1.69,,,,,17.1,4.13,,5,,50,4.63,26.3,,22.3,,22.7,,63.9
3/12/1996,,,29.6,280,,,,1.76,,,,2.03,13,4.18,,2.2,,48.5,5.32,22.7,33.3,,96,,,1.8,7.53,,,,13.15,4.09,,2.1,,54.25,4.97,24.7,,29.6,1.69,13,3.98,48.5
17/12/1996,,,38.7,,,,,,7.9,,,1.88,7,3.83,,1.5,,45.25,4.86,19.65,44.6,,,,,,8,,,,7.15,3.86,,2.2,,53.3,4.95,20.15,,37.4,1.8,9,3.67,45.5
8/1/1997,,,,,,,,,,,,,,,,,,,,,42.4,300,99,,,2.08,7.55,,,,4,3.04,,0.4,,29.6,4.43,14.5,,41.1,2.08,4,3.04,29.6
14/1/1997,,,,,,,,,,,,,,,,,,,,,45.1,290,99,,,2.15,7.45,,,,2.1,2.96,,5.1,,34.8,4.57,12.8,,44.5,2.15,2.1,2.96,34.8
28/1/1997,,,36.95,,,,,2.2,8,,,1.94,1.7,1.78,,2.8,,33.1,3.19,13,37,,,,,2.22,7.8,,,,2.2,1.75,,2.5,,27.9,3.03,15.2,,35.9,2.2,1.7,1.78,33.1
11/2/1997,,,67.4,,,,,2.3,7.9,,,1.25,4,0.08,,4,,57.6,5.16,14.7,60.2,,,,,2.64,7.8,,,,8.9,2.1,,3,,82.6,5.72,19.7,,59.8,2.3,4,0.08,57.6
25/2/1997,,,,,,,,,,,,,,,,,,,,,91.2,266,106,,,,,,,,4.8,0.29,,4.8,,99.7,7.16,16,,91.2,2.78,4.8,0.29,99.7
4/3/1997,,,,,,,,,,,,,,,,,,,,,68.5,266,114,,,,,,,,4,1.4,,4.9,,44.2,5.57,11.7,,68.5,,4,1.4,44.2
11/3/1997,,,41,,119,,,,,,,1.85,2.4,0.01,,5.9,,33.9,1.89,11.2,30.7,256,,,,,,,,,2.4,0.02,,6.4,,28,1.78,11.4,,41,2.86,2.4,0.01,33.9
18/3/1997,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,4.7,0.5,,7.7,,28.7,1.65,15.3,,26.8,2.85,4.7,0.5,28.7
